,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Nicolás González,es ESP,MF,Manchester City,22,2002,8.4,1,9,2,22.2,1.07,0.24,0.11,0.5,19.5,0,0,0,0.5,0.5,0.05,0.5,0.5,575,625,92,8643,1985,332,346,96,223,242,92.1,14,22,63.6,0,0.1,0.5,-0.1,1,52,4,0,50,16,6,5,7,4,6,11,54.5,5,9,0,9,8,24,21,0
Ryan Gravenberch,nl NED,MF,Liverpool,22,2002,35.1,0,20,5,25,0.57,0.14,0,0,24.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,1718,1927,89.2,25904,6528,917,991,92.5,680,737,92.3,64,104,61.5,4,3.1,3.5,0.9,26,151,35,2,181,69,35,27,29,13,32,56,57.1,24,35,10,25,60,129,59,2
Bruno Guimarães,br BRA,MF,Newcastle Utd,26,1997,36.3,5,45,13,28.9,1.24,0.36,0.11,0.38,16.4,0,0,0,4.3,4.3,0.1,0.7,0.7,1481,1798,82.4,24436,7860,736,810,90.9,581,670,86.7,118,201,58.7,6,6.1,5.4,-0.1,52,180,77,6,271,83,47,41,30,12,33,69,47.8,36,36,10,26,29,112,44,5
İlkay Gündoğan,de GER,MF,Manchester City,33,1990,24.7,1,27,7,25.9,1.09,0.28,0.04,0.14,18.1,2,0,0,3.2,3.2,0.12,-2.2,-2.2,1525,1703,89.5,23600,4511,871,923,94.4,520,565,92,102,155,65.8,6,3.5,4.4,2.5,44,108,23,2,127,25,13,5,15,5,10,24,41.7,14,15,0,15,13,38,23,0
Marcus Harness,eng ENG,MF,Ipswich Town,28,1996,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,10,16,62.5,89,23,9,11,81.8,0,1,0,0,1,0,0,0,0.1,0,0,0,2,0,2,1,0,0,0,1,0,3,0,3,2,1,1,0,1,1,0
Will Hughes,eng ENG,MF,Crystal Palace,29,1995,23.4,0,22,1,4.5,0.94,0.04,0,0,22.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,737,970,76,11688,4132,373,424,88,288,349,82.5,48,129,37.2,3,3.1,2.6,-0.1,33,76,15,3,87,66,36,20,33,13,28,62,45.2,34,31,14,17,22,88,28,3
Tim Iroegbunam,eng ENG,MF,Everton,21,2003,6.4,0,5,0,0,0.78,0,0,,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,115,158,72.8,1921,621,54,73,74,42,50,84,14,20,70,1,0.2,0.1,0.8,3,10,1,0,15,29,14,14,10,5,14,23,60.9,9,18,4,14,16,45,12,1
Andy Irving,sct SCO,MF,West Ham,24,2000,1.8,0,4,2,50,2.17,1.08,0,0,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100,0,0.2,0.1,-0.2,1,14,1,1,9,7,4,3,3,1,1,5,20,4,5,1,4,1,8,5,0
Vitaly Janelt,de GER,MF,Brentford,26,1998,25,1,14,4,28.6,0.56,0.16,0.07,0.25,17.7,0,0,0,0.8,0.8,0.06,0.2,0.2,872,1057,82.5,14466,4279,443,489,90.6,344,403,85.4,66,118,55.9,3,2.2,2.4,0.8,14,78,23,7,80,38,22,14,13,11,21,36,58.3,15,33,9,24,27,65,53,1
Mathias Jensen,dk DEN,MF,Brentford,28,1996,9.6,0,6,1,16.7,0.63,0.1,0,0,23.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,363,486,74.7,6736,2465,170,193,88.1,133,172,77.3,49,90,54.4,2,1.7,1.7,0.3,16,42,19,3,61,14,10,6,6,2,8,16,50,8,15,4,11,8,22,13,2
Jorginho,it ITA,MF,Arsenal,32,1991,7.8,0,2,0,0,0.26,0,0,,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,411,474,86.7,6468,1609,215,235,91.5,168,190,88.4,21,36,58.3,0,0.4,0.6,-0.4,3,44,10,0,48,12,4,1,7,4,8,20,40,12,3,0,3,7,19,2,2
Daichi Kamada,jp JPN,MF,Crystal Palace,27,1996,17.4,0,20,4,20,1.15,0.23,0,0,20.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,603,752,80.2,9772,2644,317,360,88.1,233,280,83.2,38,62,61.3,0,1.9,1.6,-1.9,20,48,14,3,89,47,29,19,24,4,14,41,34.1,27,22,5,17,18,65,14,0
Boubacar Kamara,fr FRA,MF,Aston Villa,24,1999,19.2,1,10,3,30,0.52,0.16,0.1,0.33,19.6,0,0,0,0.8,0.8,0.08,0.2,0.2,825,931,88.6,13054,4037,421,454,92.7,357,390,91.5,34,62,54.8,0,0.9,0.8,-0.9,11,91,10,0,85,50,21,28,18,4,29,56,51.8,27,19,7,12,19,69,51,3
Joshua King,eng ENG,MF,Fulham,17,2007,1.4,0,3,0,0,2.08,0,0,,9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,54,64,84.4,928,172,29,32,90.6,21,24,87.5,3,4,75,0,0.4,0.7,-0.4,3,5,2,0,9,7,5,3,4,0,0,3,0,3,3,0,3,1,8,1,0
Justin Kluivert,nl NED,MF,Bournemouth,25,1999,26,12,57,23,40.4,2.19,0.88,0.11,0.26,20,0,6,6,10.3,5.6,0.1,1.7,0.4,582,782,74.4,8844,2330,322,382,84.3,189,248,76.2,45,87,51.7,6,4.8,3.7,1.2,45,45,35,6,105,23,11,4,11,8,4,22,18.2,18,24,0,24,14,37,24,1
Mateo Kovačić,hr CRO,MF,Manchester City,30,1994,24.4,6,45,12,26.7,1.84,0.49,0.13,0.5,22.9,0,0,0,1.9,1.9,0.04,4.1,4.1,1742,1882,92.6,27279,7278,919,967,95,735,770,95.5,69,105,65.7,2,3.6,3.2,-1.6,33,206,30,0,164,69,38,23,38,8,31,65,47.7,34,20,0,20,24,93,21,1
Adam Lallana,eng ENG,MF,Southampton,36,1988,4,0,3,0,0,0.75,0,0,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,221,260,85,2891,980,147,165,89.1,61,67,91,4,9,44.4,2,0.9,0.5,1.1,4,21,9,3,24,8,5,4,4,0,2,12,16.7,10,4,1,3,5,13,5,0
Roméo Lavia,be BEL,MF,Chelsea,20,2004,8.9,0,2,0,0,0.23,0,0,,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,389,424,91.7,6552,1692,179,195,91.8,184,194,94.8,21,25,84,1,0.7,0.4,0.3,7,49,3,0,31,22,13,5,13,4,10,21,47.6,11,6,0,6,16,38,10,1
Sean Longstaff,eng ENG,MF,Newcastle Utd,26,1997,8.9,0,6,1,16.7,0.68,0.11,0,0,13.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6,295,349,84.5,4407,1175,161,185,87,111,120,92.5,15,22,68.2,0,0.2,0.2,-0.2,4,26,1,0,40,27,16,10,9,8,18,27,66.7,9,17,5,12,7,34,8,0
Saša Lukić,rs SRB,MF,Fulham,27,1996,26,0,18,2,11.1,0.69,0.08,0,0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2,1100,1260,87.3,18730,4635,519,565,91.9,477,521,91.6,91,129,70.5,2,2.7,1.4,-0.7,26,104,17,7,98,68,39,22,40,6,23,55,41.8,32,20,7,13,28,96,35,1
Massimo Luongo,au AUS,MF,Ipswich Town,31,1992,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,50,66,75.8,722,183,30,34,88.2,15,20,75,3,8,37.5,0,0,0,0,0,1,0,0,6,9,6,6,2,1,5,8,62.5,3,4,2,2,2,11,2,0
Alexis Mac Allister,ar ARG,MF,Liverpool,25,1998,28.9,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2,1273,1524,83.5,20344,5748,658,729,90.3,493,558,88.4,89,160,55.6,5,4.7,5.6,0.3,45,122,35,2,177,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1
James Maddison,eng ENG,MF,Tottenham,27,1996,20.1,9,39,17,43.6,1.94,0.85,0.23,0.53,16.7,6,0,0,5.8,5.8,0.15,3.2,3.2,1021,1256,81.3,16664,5028,481,529,90.9,424,492,86.2,75,162,46.3,7,4.2,5.9,2.8,41,123,32,5,164,31,19,8,16,7,9,29,31,20,15,4,11,12,43,19,1
Kobbie Mainoo,eng ENG,MF,Manchester Utd,19,2005,18.3,0,15,2,13.3,0.82,0.11,0,0,20.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,723,836,86.5,9649,2346,452,490,92.2,192,219,87.7,31,45,68.9,0,1.6,1.8,-1.6,14,50,12,1,65,46,29,18,14,14,24,40,60,16,16,2,14,19,65,14,1
Mateus Mane,pt POR,MF,Wolves,16,2007,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,5,80,60,0,3,4,75,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Orel Mangala,be BEL,MF,Everton,26,1998,14,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,437,490,89.2,6998,1567,219,242,90.5,187,197,94.9,23,30,76.7,0,0.6,0.6,-0.6,8,50,8,1,34,16,8,3,11,2,5,8,62.5,3,8,3,5,21,37,24,1
Pape Matar Sarr,sn SEN,MF,Tottenham,21,2002,21.3,3,34,13,38.2,1.6,0.61,0.09,0.23,20.9,0,0,0,3.7,3.7,0.11,-0.7,-0.7,889,1029,86.4,13609,3128,462,509,90.8,347,386,89.9,45,62,72.6,2,1.6,0.8,0.4,15,85,12,2,88,49,36,19,23,7,12,25,48,13,26,10,16,30,79,25,1
Scott McTominay,sct SCO,MF,Manchester Utd,27,1996,0.2,0,1,0,0,4.74,0,0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,10,10,100,186,99,5,5,100,3,3,100,2,2,100,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Shumaira Mheuka,eng ENG,MF,Chelsea,16,2007,0,0,1,1,100,90,90,0,0,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Miley,eng ENG,MF,Newcastle Utd,18,2006,3.5,1,3,2,66.7,0.86,0.58,0.33,0.5,14.6,0,0,0,0.5,0.5,0.18,0.5,0.5,168,191,88,2439,402,94,105,89.5,59,61,96.7,7,10,70,0,0,0.3,0,1,11,4,0,17,14,11,5,7,2,7,14,50,7,5,1,4,2,16,5,2
James Milner,eng ENG,MF,Brighton,38,1986,1.9,0,2,0,0,1.06,0,0,,16,0,0,0,0.2,0.2,0.08,-0.2,-0.2,55,74,74.3,899,347,26,28,92.9,23,30,76.7,4,11,36.4,0,0.2,0.2,-0.2,4,3,1,1,10,5,2,1,3,1,3,3,100,0,4,2,2,2,7,2,1
Jakub Moder,pl POL,MF,Brighton,25,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,18,22,81.8,254,82,10,14,71.4,8,8,100,0,0,,0,0.2,0.5,-0.2,3,0,1,1,4,1,0,1,0,0,0,2,0,2,0,0,0,0,1,3,0
Sam Morsy,eg EGY,MF,Ipswich Town,32,1991,30.6,1,13,3,23.1,0.43,0.1,0.08,0.33,27.2,0,0,0,0.4,0.4,0.03,0.6,0.6,1249,1445,86.4,20142,5579,637,686,92.9,502,546,91.9,79,139,56.8,1,1.2,1.5,-0.2,24,149,17,4,120,68,41,40,24,4,27,62,43.5,35,34,13,21,29,97,47,5
Mason Mount,eng ENG,MF,Manchester Utd,25,1999,6.9,1,20,9,45,2.89,1.3,0.05,0.11,15,0,0,0,3.2,3.2,0.17,-2.2,-2.2,207,253,81.8,3015,709,120,138,87,58,71,81.7,13,18,72.2,0,0.6,0.6,-0.6,8,19,8,2,33,15,5,5,8,2,9,12,75,3,11,1,10,4,19,4,0
Wilfred Ndidi,ng NGA,MF,Leicester City,27,1996,25.8,0,22,8,36.4,0.85,0.31,0,0,13.9,0,0,0,2,2,0.09,-2,-2,839,1045,80.3,12034,3031,463,530,87.4,282,343,82.2,39,73,53.4,5,1.9,1.5,3.1,17,68,11,3,70,85,51,45,32,8,30,61,49.2,31,47,19,28,31,116,80,0
Christian Nørgaard,dk DEN,MF,Brentford,30,1994,31.3,5,39,15,38.5,1.25,0.48,0.13,0.33,14.3,0,0,0,4.3,4.3,0.11,0.7,0.7,1164,1427,81.6,19339,6409,584,668,87.4,483,568,85,79,133,59.4,4,1.3,1.4,2.7,18,137,27,4,154,79,49,37,35,7,48,81,59.3,33,52,20,32,49,128,70,1
Matt O'Riley,dk DEN,MF,Brighton,23,2000,10.4,2,21,6,28.6,2.01,0.58,0.05,0.17,17.6,2,1,1,2.8,2,0.1,-0.8,-1,316,413,76.5,5018,1362,161,182,88.5,108,133,81.2,30,63,47.6,2,2.4,2,-0.4,21,30,8,1,38,16,9,4,8,4,4,13,30.8,9,7,3,4,13,29,9,1
Amadou Onana,be BEL,MF,Aston Villa,22,2001,18,3,17,6,35.3,0.95,0.33,0.18,0.5,14.7,0,0,0,2.1,2.1,0.12,0.9,0.9,703,802,87.7,11058,2897,365,393,92.9,290,325,89.2,34,48,70.8,0,0.7,0.8,-0.7,10,69,12,2,75,55,30,23,26,6,16,29,55.2,13,16,7,9,26,81,41,3
Frank Onyeka,ng NGA,MF,Brentford,26,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,7,85.7,71,19,5,5,100,1,1,100,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Orford,eng ENG,MF,West Ham,18,2006,0.5,0,1,0,0,1.84,0,0,,12.7,0,0,0,0,0,0.03,0,0,33,38,86.8,583,83,11,13,84.6,18,20,90,2,3,66.7,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Andreas Pereira,br BRA,MF,Fulham,28,1996,22.4,2,38,8,21.1,1.7,0.36,0.05,0.25,21.8,6,0,1,3.8,3,0.08,-1.8,-1,670,970,69.1,12139,3902,310,371,83.6,258,326,79.1,89,218,40.8,4,4.6,4.6,-0.6,57,67,19,4,104,24,13,8,11,5,10,42,23.8,32,17,2,15,8,32,17,3
Kalvin Phillips,eng ENG,MF,Ipswich Town,28,1995,13.7,0,11,2,18.2,0.8,0.15,0,0,24.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4,436,551,79.1,8581,2474,162,195,83.1,208,240,86.7,60,98,61.2,0,0.2,0.5,-0.2,5,49,6,1,51,35,19,8,20,7,15,39,38.5,24,35,6,29,19,54,37,2
Harrison Reed,eng ENG,MF,Fulham,29,1995,1.2,0,3,2,66.7,2.5,1.67,0,0,21.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,39,55,70.9,550,138,21,24,87.5,13,17,76.5,2,5,40,0,0.1,0.1,-0.1,1,1,1,0,4,6,3,3,2,1,1,3,33.3,2,1,0,1,1,7,3,0
Declan Rice,eng ENG,MF,Arsenal,25,1999,31.4,4,48,14,29.2,1.53,0.45,0.08,0.29,19.6,2,0,0,3.5,3.5,0.07,0.5,0.5,1376,1650,83.4,23402,6234,678,737,92,553,611,90.5,117,240,48.8,7,6.6,5.6,0.4,59,137,35,5,192,53,25,22,25,6,17,41,41.5,24,27,13,14,25,78,51,0
Rodri,es ESP,MF,Manchester City,28,1996,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,64,68,94.1,1142,277,31,32,96.9,25,28,89.3,7,7,100,0,0,0.1,0,1,3,1,0,4,2,1,1,1,0,0,0,,0,1,0,1,1,3,1,0
Guido Rodríguez,ar ARG,MF,West Ham,30,1994,12.8,0,8,1,12.5,0.63,0.08,0,0,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,480,569,84.4,8091,2164,239,272,87.9,195,215,90.7,38,59,64.4,1,0.2,0.2,0.8,4,37,1,0,33,36,19,21,15,0,17,33,51.5,16,23,9,14,13,49,35,1
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,26,1997,6.6,0,1,1,100,0.15,0.15,0,0,32,0,0,0,0,0,0.02,0,0,276,323,85.4,4521,1475,129,144,89.6,117,127,92.1,20,31,64.5,1,0.4,0.2,0.6,4,28,4,1,27,28,14,8,17,3,8,17,47.1,9,10,4,6,6,34,13,1
Jeremy Sarmiento,ec ECU,MF,Brighton,22,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,6,100,74,1,4,4,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ismaila Sarr,sn SEN,MF,Crystal Palace,26,1998,30.1,8,59,29,49.2,1.96,0.96,0.14,0.28,13.2,0,0,0,10.7,10.7,0.19,-2.7,-2.7,490,742,66,7257,2202,265,359,73.8,183,257,71.2,22,50,44,6,8.5,6.7,-2.5,44,28,42,9,85,22,10,10,9,3,8,25,32,17,27,8,19,9,31,40,0
Alex Scott,eng ENG,MF,Bournemouth,20,2003,8.4,0,15,6,40,1.79,0.72,0,0,21.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,286,342,83.6,4583,1359,142,159,89.3,112,121,92.6,20,35,57.1,0,0.9,1,-0.9,12,41,5,1,52,27,14,11,8,8,19,42,45.2,23,17,4,13,10,37,15,0
Oliver Skipp,eng ENG,MF,Leicester City,23,2000,12.5,0,5,1,20,0.4,0.08,0,0,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,419,502,83.5,6399,1568,214,247,86.6,163,178,91.6,21,36,58.3,0,0.3,0.3,-0.3,9,32,4,0,35,21,4,6,12,3,9,15,60,6,23,7,16,11,32,11,2
William Smallbone,ie IRL,MF,Southampton,24,2000,7.7,1,7,1,14.3,0.91,0.13,0.14,1,17.6,1,0,0,0.6,0.6,0.08,0.4,0.4,270,356,75.8,4399,1203,130,154,84.4,112,131,85.5,20,53,37.7,0,0.7,0.9,-0.7,10,13,4,3,27,20,13,9,9,2,7,22,31.8,15,8,0,8,2,22,14,2
Emile Smith Rowe,eng ENG,MF,Fulham,24,2000,22.7,6,37,11,29.7,1.63,0.48,0.16,0.55,16,0,0,0,4.5,4.5,0.12,1.5,1.5,922,1023,90.1,13141,2429,548,592,92.6,330,348,94.8,21,29,72.4,3,1.4,2,1.6,24,80,15,1,126,31,18,7,14,10,8,24,33.3,16,22,2,20,11,42,16,0
Tomáš Souček,cz CZE,MF,West Ham,29,1995,28.5,9,55,17,30.9,1.93,0.6,0.16,0.53,11.9,0,0,0,6.7,6.7,0.13,2.3,2.3,715,969,73.8,11811,3221,364,457,79.6,265,343,77.3,65,97,67,1,1,1.3,0,14,62,8,1,74,46,21,20,23,3,26,44,59.1,18,41,21,20,20,66,85,1
Boubakary Soumaré,fr FRA,MF,Leicester City,25,1999,24.1,0,7,0,0,0.29,0,0,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,1073,1234,87,16191,4336,581,632,91.9,414,471,87.9,42,60,70,0,0.4,1,-0.4,11,95,16,3,105,37,20,24,12,1,21,33,63.6,12,22,10,12,27,64,34,4
Jay Stansfield,eng ENG,MF,Fulham,21,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dominik Szoboszlai,hu HUN,MF,Liverpool,23,2000,27.7,6,67,22,32.8,2.42,0.79,0.09,0.27,18.9,4,0,0,7.3,7.3,0.11,-1.3,-1.3,1114,1322,84.3,17528,3641,601,671,89.6,366,416,88,95,133,71.4,6,7.4,5.9,-1.4,56,88,33,5,131,38,20,14,19,5,17,45,37.8,28,39,5,34,9,47,19,2
Jack Taylor,ie IRL,MF,Ipswich Town,26,1998,9.6,1,19,4,21.1,1.99,0.42,0.05,0.25,23.9,0,0,0,0.7,0.7,0.04,0.3,0.3,349,421,82.9,6188,1673,156,177,88.1,158,180,87.8,29,48,60.4,0,0.5,0.8,-0.5,5,30,8,1,43,20,10,6,11,3,12,27,44.4,15,12,3,9,9,29,24,0
Youri Tielemans,be BEL,MF,Aston Villa,27,1997,33.6,3,40,12,30,1.19,0.36,0.08,0.25,20.1,0,0,1,3.3,2.5,0.06,-0.3,0.5,1694,2061,82.2,29049,10244,787,876,89.8,737,844,87.3,140,259,54.1,7,7,5.7,0,60,229,38,4,235,84,58,32,44,8,40,73,54.8,33,38,16,22,23,107,47,4
Sandro Tonali,it ITA,MF,Newcastle Utd,24,2000,29.2,4,35,12,34.3,1.2,0.41,0.11,0.33,19.6,3,0,0,4.4,4.4,0.13,-0.4,-0.4,1285,1535,83.7,20569,5348,672,745,90.2,468,537,87.2,99,157,63.1,2,2.2,2.8,-0.2,28,104,30,5,128,51,32,22,23,6,25,51,49,26,34,11,23,34,85,33,2
Boubacar Traoré,ml MLI,MF,Wolves,22,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,100,0,0,0,0,0,2,0,0
Ryan Trevitt,eng ENG,MF,Brentford,21,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,7,57.1,73,23,1,2,50,3,3,100,0,0,,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Manuel Ugarte,uy URU,MF,Manchester Utd,23,2001,19.8,1,19,4,21.1,0.96,0.2,0.05,0.25,21.7,0,0,0,1,1,0.05,0,0,800,910,87.9,13018,2801,410,457,89.7,310,333,93.1,62,83,74.7,2,1.1,0.7,0.9,10,59,9,3,61,77,49,34,34,9,30,68,44.1,38,33,4,29,27,104,17,2
Lesley Ugochukwu,fr FRA,MF,Southampton,20,2004,18.4,1,10,1,10,0.54,0.05,0.1,1,17,0,0,0,0.9,0.9,0.09,0.1,0.1,600,706,85,9335,2081,289,327,88.4,265,292,90.8,23,38,60.5,1,1,0.6,0,14,54,7,1,49,50,24,16,30,4,18,36,50,18,27,10,17,14,64,23,2
James Ward-Prowse,eng ENG,MF,West Ham,29,1994,11.5,1,13,5,38.5,1.13,0.43,0.08,0.2,19.9,3,0,0,1.6,1.6,0.13,-0.6,-0.6,677,768,88.2,11241,3140,354,369,95.9,257,281,91.5,56,96,58.3,1,1.9,1.8,-0.9,20,76,5,2,54,20,14,8,8,4,7,19,36.8,12,6,3,3,8,28,15,0
James Ward-Prowse,eng ENG,MF,Nott'ham Forest,29,1994,4.4,0,2,1,50,0.45,0.23,0,0,29,1,0,0,0.1,0.1,0.03,-0.1,-0.1,145,182,79.7,2296,768,82,88,93.2,53,61,86.9,8,23,34.8,1,1.1,0.8,-0.1,4,16,2,0,16,4,1,1,3,0,2,2,100,0,3,2,1,5,9,8,0
Adam Wharton,eng ENG,MF,Crystal Palace,20,2004,14.6,0,13,5,38.5,0.89,0.34,0,0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,548,725,75.6,10271,3780,208,252,82.5,258,322,80.1,70,107,65.4,2,3,2.2,-1,26,78,18,5,107,34,14,14,16,4,17,44,38.6,27,11,2,9,20,54,27,0
Harry Winks,eng ENG,MF,Leicester City,28,1996,17.1,0,10,4,40,0.59,0.23,0,0,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,910,1045,87.1,14101,5048,471,511,92.2,362,397,91.2,44,76,57.9,2,1.2,1.5,0.8,17,110,7,5,101,24,11,12,10,2,13,30,43.3,17,19,7,12,9,33,20,0
Yehor Yarmoliuk,ua UKR,MF,Brentford,20,2004,16.1,0,9,2,22.2,0.56,0.12,0,0,15.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,661,760,87,11716,2679,316,360,87.8,259,288,89.9,72,85,84.7,0,0.9,0.9,-0.9,9,71,8,4,63,49,28,21,21,7,28,55,50.9,27,26,9,17,13,62,33,0
Ryan Yates,eng ENG,MF,Nott'ham Forest,26,1997,21.3,2,33,9,27.3,1.55,0.42,0.06,0.22,19.6,0,0,0,2.3,2.3,0.07,-0.3,-0.3,618,758,81.5,9172,2063,324,370,87.6,225,263,85.6,32,56,57.1,1,1.2,0.5,-0.2,18,48,4,0,53,42,21,24,14,4,17,37,45.9,20,38,10,28,26,68,61,1
Martin Ødegaard,no NOR,MF,Arsenal,25,1998,25.8,3,48,15,31.3,1.86,0.58,0.04,0.13,19.2,3,1,1,4.8,4,0.08,-1.8,-2,1237,1499,82.5,19237,5460,678,749,90.5,449,517,86.8,80,146,54.8,8,5.4,6.7,2.6,63,132,86,5,258,19,11,9,7,3,4,25,16,21,5,0,5,6,25,6,1
Samuel Edozie,eng ENG,"DF,FW",Southampton,21,2003,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0,0,0.1,0.2,-0.1,1,0,3,0,4,3,1,0,1,2,2,2,100,0,0,0,0,0,3,0,0
Rodrigo Gomes,pt POR,"DF,FW",Wolves,21,2003,9,2,7,3,42.9,0.78,0.33,0.29,0.67,16.8,0,0,0,0.7,0.7,0.1,1.3,1.3,212,309,68.6,3052,1023,121,152,79.6,72,99,72.7,8,28,28.6,0,0.9,0.7,-0.9,12,12,14,4,27,23,15,14,9,0,12,21,57.1,9,8,1,7,7,30,20,1
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,24,2000,15,1,7,3,42.9,0.47,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1,298,416,71.6,4835,2045,170,197,86.3,101,135,74.8,24,49,49,2,1.3,0.9,0.7,12,22,3,2,27,38,22,23,12,3,20,41,48.8,21,22,5,17,13,51,54,1
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23,2001,34.4,1,28,14,50,0.81,0.41,0.04,0.07,20.2,1,0,0,3.1,3.1,0.11,-2.1,-2.1,982,1273,77.1,16310,5025,532,591,90,335,426,78.6,88,181,48.6,3,3.2,4.9,-0.2,26,69,47,18,98,49,27,26,16,7,31,50,62,19,28,10,18,21,70,76,3
Oliver Scarles,eng ENG,"DF,FW",West Ham,18,2005,7.4,0,3,0,0,0.41,0,0,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,293,372,78.8,4388,1151,174,196,88.8,106,126,84.1,11,37,29.7,0,0.1,0.1,-0.1,2,10,5,1,22,21,11,17,3,1,14,22,63.6,8,14,2,12,11,32,26,0
Julio Soler,ar ARG,"DF,FW",Bournemouth,19,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,11,14,78.6,104,18,11,13,84.6,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,0
Kieran Tierney,sct SCO,"DF,FW",Arsenal,27,1997,2.9,1,2,1,50,0.69,0.35,0.5,1,4.1,0,0,0,0.4,0.4,0.18,0.6,0.6,145,173,83.8,2325,699,69,73,94.5,65,78,83.3,8,15,53.3,0,1.4,0.7,-1.4,8,13,5,2,15,7,5,4,1,2,4,6,66.7,2,0,0,0,3,10,9,0
Joe Aribo,ng NGA,"MF,DF",Southampton,28,1996,22.4,3,17,7,41.2,0.76,0.31,0.18,0.43,14,0,0,0,2.7,2.7,0.16,0.3,0.3,929,1046,88.8,13689,2630,514,563,91.3,357,391,91.3,31,45,68.9,0,1.6,1.3,-1.6,16,51,4,1,75,47,33,17,24,6,17,35,48.6,18,28,11,17,20,67,32,3
