,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Conor Gallagher,eng ENG,MF,Chelsea,23,2000,34.8,5,48,17,35.4,1.38,0.49,0.1,0.29,20.4,0,0,0,4.2,4.2,0.09,0.8,0.8,1801,2018,89.2,26732,5954,1054,1116,94.4,598,654,91.4,95,146,65.1,7,5,3.5,2,52,135,32,4,172,85,52,37,31,17,33,77,42.9,44,50,11,39,43,128,34,0
Idrissa Gana Gueye,sn SEN,MF,Everton,33,1989,20.9,4,26,7,26.9,1.24,0.33,0.15,0.57,22.2,1,0,0,1.3,1.3,0.05,2.7,2.7,758,898,84.4,11688,3236,384,428,89.7,317,361,87.8,39,66,59.1,0,1.1,0.8,-1.1,15,70,9,1,83,73,44,32,27,14,29,46,63,17,24,7,17,28,101,16,0
James Garner,eng ENG,MF,Everton,22,2001,33.4,1,41,10,24.4,1.23,0.3,0.02,0.1,22.1,5,0,0,2.7,2.7,0.07,-1.7,-1.7,958,1244,77,16067,4432,464,536,86.6,374,437,85.6,90,185,48.6,2,4.6,3.7,-2.6,44,98,24,6,100,83,44,32,38,13,35,82,42.7,47,45,14,31,45,128,47,1
Billy Gilmour,sct SCO,MF,Brighton,22,2001,23.6,0,25,5,20,1.06,0.21,0,0,25.4,0,0,0,1,1,0.04,-1,-1,1915,2107,90.9,29399,7671,1049,1093,96,703,759,92.6,106,170,62.4,1,2,2.5,-1,22,183,33,3,193,26,16,14,10,2,11,35,31.4,24,23,9,14,11,37,14,1
João Gomes,br BRA,MF,Wolves,22,2001,29.4,2,26,7,26.9,0.88,0.24,0.08,0.29,18.5,0,0,0,1.7,1.7,0.07,0.3,0.3,1051,1279,82.2,15291,4174,596,665,89.6,342,404,84.7,50,94,53.2,1,1.1,1.7,-0.1,20,73,23,5,101,128,74,67,49,12,44,99,44.4,55,51,8,43,18,146,29,2
Daniel Gore,eng ENG,MF,Manchester Utd,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,100,0,0,0,0,1,2,0,0
Ryan Gravenberch,nl NED,MF,Liverpool,21,2002,12.5,1,23,8,34.8,1.85,0.64,0.04,0.13,20.6,0,0,0,2,2,0.09,-1,-1,415,504,82.3,5520,1719,263,302,87.1,122,140,87.1,8,12,66.7,0,0.9,1.4,-0.9,16,35,27,0,78,26,12,5,13,8,12,29,41.4,17,20,2,18,14,40,11,0
Bruno Guimarães,br BRA,MF,Newcastle Utd,25,1997,36.3,7,48,16,33.3,1.32,0.44,0.15,0.44,17.8,0,0,0,4.8,4.8,0.1,2.2,2.2,1941,2313,83.9,33351,9336,915,1011,90.5,789,902,87.5,181,285,63.5,8,6.4,6.3,1.6,62,184,70,5,283,88,53,45,32,11,40,77,51.9,37,52,14,38,35,123,20,0
Gustavo Hamer,nl NED,MF,Sheffield Utd,26,1997,32.3,4,49,13,26.5,1.52,0.4,0.08,0.31,23.5,6,0,0,3,3,0.06,1,1,756,1103,68.5,12613,4882,373,451,82.7,266,345,77.1,80,222,36,6,6.1,4.6,-0.1,70,94,37,7,135,39,21,17,15,7,16,59,27.1,43,33,9,24,29,68,35,0
Luke Harris,wls WAL,MF,Fulham,18,2005,0.8,0,1,1,100,1.2,1.2,0,0,11.2,0,0,0,0.3,0.3,0.28,-0.3,-0.3,11,14,78.6,172,14,5,8,62.5,4,4,100,1,1,100,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Will Hughes,eng ENG,MF,Crystal Palace,28,1995,21,0,8,3,37.5,0.38,0.14,0,0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,731,878,83.3,10742,3108,389,436,89.2,281,317,88.6,27,62,43.5,1,1.1,1.8,-0.1,21,71,16,2,76,61,33,30,20,11,24,48,50,24,36,14,22,21,82,25,0
Pierre Højbjerg,dk DEN,MF,Tottenham,27,1995,14.6,0,19,6,31.6,1.3,0.41,0,0,26.5,3,0,0,0.7,0.7,0.04,-0.7,-0.7,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0,1.2,1.5,-1.2,9,160,12,1,134,32,18,13,17,2,13,34,38.2,21,21,7,14,19,51,30,3
Tim Iroegbunam,eng ENG,MF,Aston Villa,20,2003,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,51,55,92.7,704,229,30,31,96.8,19,20,95,0,0,,0,0,0,0,0,1,0,0,1,7,5,4,2,1,4,9,44.4,5,3,0,3,2,9,3,0
Alex Iwobi,ng NGA,MF,Everton,27,1996,1.6,0,4,2,50,2.57,1.29,0,0,16.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,27,42,64.3,545,179,13,14,92.9,7,10,70,7,15,46.7,0,0.2,0.4,-0.2,4,1,3,1,4,2,0,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0
Mathias Jensen,dk DEN,MF,Brentford,27,1996,24.5,3,14,7,50,0.57,0.29,0.21,0.43,26.7,3,0,0,0.7,0.7,0.05,2.3,2.3,875,1202,72.8,17423,6338,362,423,85.6,337,439,76.8,152,268,56.7,3,4,4.8,-1,41,88,41,11,123,54,32,25,22,7,26,95,27.4,69,41,6,35,23,77,25,1
Curtis Jones,eng ENG,MF,Liverpool,22,2001,13,1,19,5,26.3,1.47,0.39,0.05,0.2,16.2,0,0,0,2.6,2.6,0.14,-1.6,-1.6,707,776,91.1,10366,2136,405,428,94.6,257,278,92.4,22,30,73.3,1,0.7,1.1,0.3,11,64,14,1,74,27,14,12,12,3,10,23,43.5,13,22,0,22,7,34,8,0
Jorginho,it ITA,MF,Arsenal,31,1991,10.2,0,4,0,0,0.39,0,0,,24.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,699,785,89,11386,3439,360,380,94.7,280,310,90.3,45,59,76.3,2,1.4,2.1,0.6,10,81,25,1,101,24,10,6,10,8,11,23,47.8,12,17,1,16,12,36,7,1
Hamed Junior Traorè,ci CIV,MF,Bournemouth,23,2000,0.5,0,3,2,66.7,5.74,3.83,0,0,25.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,18,27,66.7,244,59,10,11,90.9,6,8,75,1,3,33.3,0,0,0,0,1,3,0,0,3,1,0,1,0,0,1,3,33.3,2,3,0,3,0,1,0,0
Boubacar Kamara,fr FRA,MF,Aston Villa,23,1999,18.4,0,5,1,20,0.27,0.05,0,0,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,922,1035,89.1,14037,3978,521,560,93,319,344,92.7,56,82,68.3,1,1.3,1.4,-0.3,20,107,12,0,83,43,29,16,21,6,24,47,51.1,23,21,7,14,21,64,16,0
Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33,1989,2.4,0,5,1,20,2.12,0.42,0,0,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,47,74,63.5,604,159,32,43,74.4,11,19,57.9,1,2,50,0,0,0,0,1,3,0,0,5,8,5,3,3,2,1,4,25,3,4,1,3,2,10,10,0
Mateo Kovačić,hr CRO,MF,Manchester City,29,1994,17.2,1,22,5,22.7,1.28,0.29,0.05,0.2,20.8,0,0,0,1.3,1.3,0.06,-0.3,-0.3,1435,1527,94,20506,4603,835,862,96.9,514,544,94.5,41,57,71.9,0,1.6,1.9,-1.6,21,120,15,0,100,36,25,16,15,5,18,28,64.3,10,23,1,22,10,46,10,0
Roméo Lavia,be BEL,MF,Chelsea,19,2004,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,22,27,81.5,350,51,9,10,90,13,14,92.9,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Mario Lemina,ga GAB,MF,Wolves,29,1993,33,4,48,18,37.5,1.46,0.55,0.08,0.22,16.6,0,0,0,4.6,4.6,0.1,-0.6,-0.6,1261,1470,85.8,20364,5341,654,718,91.1,485,550,88.2,92,146,63,1,1.5,1.3,-0.5,20,65,8,3,76,90,58,46,33,11,25,47,53.2,22,36,9,27,41,131,64,0
Giovani Lo Celso,ar ARG,MF,Tottenham,27,1996,5.6,2,13,6,46.2,2.31,1.07,0.15,0.33,21.7,0,0,0,0.6,0.6,0.04,1.4,1.4,449,503,89.3,6799,2073,244,260,93.8,153,165,92.7,33,45,73.3,2,1.9,1.9,0.1,18,44,14,3,68,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,25,1997,30.5,6,41,15,36.6,1.34,0.49,0.15,0.4,14.5,0,0,0,6.6,6.6,0.16,-0.6,-0.6,991,1241,79.9,15314,4980,551,636,86.6,351,430,81.6,62,99,62.6,2,2.3,3,-0.3,20,82,26,4,145,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23,0
Douglas Luiz,br BRA,MF,Aston Villa,25,1998,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,2.1,1.2,1800,2101,85.7,31199,7807,812,871,93.2,775,870,89.1,167,276,60.5,5,5.4,5.3,-0.4,53,137,39,8,168,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2
Saša Lukić,rs SRB,MF,Fulham,26,1996,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6,428,496,86.3,6753,1796,204,229,89.1,193,210,91.9,20,29,69,0,0.8,0.5,-0.8,11,31,5,0,43,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1
Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.5,23.3,2,1,1,3.7,2.9,0.07,1.3,1.1,1704,1967,86.6,26565,7659,884,970,91.1,656,722,90.9,100,161,62.1,5,3.6,4.9,1.4,47,162,41,2,209,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1
James Maddison,eng ENG,MF,Tottenham,26,1996,23.7,4,58,23,39.7,2.44,0.97,0.07,0.17,19.2,3,0,0,6.4,6.4,0.11,-2.4,-2.4,1210,1500,80.7,19513,6251,631,684,92.3,457,557,82,94,180,52.2,9,5.9,6.3,3.1,67,130,59,3,224,33,19,5,18,10,15,29,51.7,14,15,3,12,13,46,10,1
Kobbie Mainoo,eng ENG,MF,Manchester Utd,18,2005,21.4,3,11,5,45.5,0.51,0.23,0.27,0.6,21.1,0,0,0,0.9,0.9,0.08,2.1,2.1,748,868,86.2,10519,2654,439,486,90.3,237,266,89.1,31,51,60.8,1,0.7,1.6,0.3,15,47,9,1,64,47,27,20,16,11,21,45,46.7,24,20,12,8,22,69,30,1
Orel Mangala,be BEL,MF,Nott'ham Forest,25,1998,17.4,1,10,1,10,0.58,0.06,0.1,1,18.9,0,0,0,0.8,0.8,0.08,0.2,0.2,570,646,88.2,9021,2312,292,321,91,225,247,91.1,37,47,78.7,0,0.2,0.3,-0.2,6,39,1,0,45,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0
Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,23,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,3.4,3.4,0.1,-0.4,-0.4,1179,1349,87.4,17118,4177,662,718,92.2,402,453,88.7,52,77,67.5,3,2.2,2.1,0.8,20,108,23,4,150,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1
Alex Matos,eng ENG,MF,Chelsea,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Mcatee,eng ENG,MF,Manchester City,20,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
James McConnell,eng ENG,MF,Liverpool,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,93,29,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Lewis Miley,eng ENG,MF,Newcastle Utd,17,2006,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2,441,535,82.4,6580,1615,255,296,86.1,143,165,86.7,24,40,60,3,1.7,1.4,1.3,12,26,12,2,53,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2
Mikey Moore,eng ENG,MF,Tottenham,15,2007,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,5,80,51,11,3,4,75,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Finley Munroe,eng ENG,MF,Aston Villa,18,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,16,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,12.6,0,5,0,0,0.4,0,0,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,356,423,84.2,5622,1605,184,203,90.6,126,143,88.1,27,42,64.3,0,0.4,0.5,-0.4,7,27,2,1,36,40,24,24,14,2,24,42,57.1,18,23,6,17,11,51,11,1
Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,16,1,14,5,35.7,0.87,0.31,0,0,32.9,0,1,1,1.1,0.3,0.02,-0.1,-0.3,634,911,69.6,12291,4646,246,296,83.1,262,321,81.6,105,253,41.5,0,0.6,1.2,-0.6,17,67,11,2,73,41,26,18,18,5,20,47,42.6,27,24,9,15,21,62,39,0
Matheus Nunes,pt POR,MF,Wolves,24,1998,2,0,1,0,0,0.5,0,0,,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,87,106,82.1,1077,279,59,68,86.8,23,26,88.5,2,6,33.3,0,0.1,0.2,-0.1,3,6,1,0,8,3,1,3,0,0,2,6,33.3,4,0,0,0,6,9,1,0
Matheus Nunes,pt POR,MF,Manchester City,24,1998,7.3,0,9,4,44.4,1.23,0.54,0,0,17.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8,373,443,84.2,5054,783,233,255,91.4,115,133,86.5,11,23,47.8,2,1.1,1.5,0.9,9,23,16,2,34,10,4,1,7,2,5,16,31.3,11,7,1,6,1,11,8,1
Christian Nørgaard,dk DEN,MF,Brentford,29,1994,27.8,2,35,7,20,1.26,0.25,0.06,0.29,14.4,0,0,0,3.5,3.5,0.1,-1.5,-1.5,1199,1501,79.9,19114,6144,639,725,88.1,458,559,81.9,78,146,53.4,1,1.9,2.4,-0.9,24,113,26,4,161,81,50,42,31,8,32,87,36.8,55,48,6,42,54,135,50,0
Amadou Onana,be BEL,MF,Everton,21,2001,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0,0,0,2,2,0.07,0,0,871,1036,84.1,14568,4039,444,499,89,312,357,87.4,85,115,73.9,0,2.7,1.4,-2.7,18,102,14,1,107,71,38,32,31,8,21,42,50,21,25,6,19,21,92,31,0
Tyler Onyango,eng ENG,MF,Everton,20,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Frank Onyeka,ng NGA,MF,Brentford,25,1998,12.9,1,22,9,40.9,1.71,0.7,0.05,0.11,17.4,0,0,0,2.2,2.2,0.1,-1.2,-1.2,299,396,75.5,4662,1127,159,181,87.8,114,152,75,18,35,51.4,2,1.8,1.4,0.2,12,23,11,5,33,37,24,9,23,5,16,29,55.2,13,15,7,8,23,60,17,0
João Palhinha,pt POR,MF,Fulham,28,1995,30,4,45,14,31.1,1.5,0.47,0.09,0.29,17.9,1,0,0,3.3,3.3,0.07,0.7,0.7,1098,1333,82.4,19131,5348,522,586,89.1,449,503,89.3,101,163,62,1,0.8,1,0.2,13,96,7,1,97,152,75,80,60,12,103,152,67.8,49,57,9,48,46,198,58,0
Cole Palmer,eng ENG,MF,Manchester City,21,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,5,80,51,0,2,2,100,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sydie Peck,eng ENG,MF,Sheffield Utd,18,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,10,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andreas Pereira,br BRA,MF,Fulham,27,1996,29,3,52,16,30.8,1.79,0.55,0.06,0.19,21.9,7,0,0,4.6,4.6,0.09,-1.6,-1.6,912,1295,70.4,16256,5305,436,500,87.2,309,400,77.3,133,289,46,7,7.1,5.7,-0.1,84,95,34,11,138,25,12,4,12,9,11,41,26.8,30,16,2,14,4,29,12,0
Kalvin Phillips,eng ENG,MF,West Ham,27,1995,3.4,0,3,2,66.7,0.87,0.58,0,0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,141,179,78.8,2507,567,62,74,83.8,64,77,83.1,12,20,60,0,0,0,0,0,24,0,0,19,11,6,2,8,1,5,9,55.6,4,4,1,3,4,15,2,1
Kalvin Phillips,eng ENG,MF,Manchester City,27,1995,1,0,2,0,0,1.94,0,0,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70,0,0,0.1,0,0,8,1,1,7,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0
Harrison Reed,eng ENG,MF,Fulham,28,1995,14.7,0,9,2,22.2,0.61,0.14,0,0,23.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,627,748,83.8,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7,2,1.1,1.5,0.9,14,40,15,2,56,29,18,9,17,3,13,31,41.9,18,19,9,10,11,40,24,0
Declan Rice,eng ENG,MF,Arsenal,24,1999,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,3.3,3.3,0.06,3.7,3.7,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,2.7,47,240,39,2,278,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0
Rodri,es ESP,MF,Manchester City,27,1996,32.6,8,62,22,35.5,1.9,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,3.9,3.9,3365,3656,92,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,5.1,49,378,61,0,376,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4
Joe Rothwell,eng ENG,MF,Bournemouth,28,1995,4.3,0,2,0,0,0.47,0,0,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20,7,2,4,2,1,2,8,25,6,4,2,2,3,10,2,0
Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30,1993,12.2,0,11,1,9.1,0.9,0.08,0,0,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,268,364,73.6,4413,1102,123,141,87.2,110,143,76.9,16,36,44.4,0,0.4,1.4,-0.4,6,17,13,2,34,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3
Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,14.5,1,8,2,25,0.55,0.14,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,1.6,9,68,6,1,72,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,25,1997,11.5,0,8,0,0,0.7,0,0,,17,0,0,0,0.6,0.6,0.08,-0.6,-0.6,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64,0,0.4,0.4,-0.4,7,34,5,0,44,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0
Andrey Santos,br BRA,MF,Nott'ham Forest,19,2004,0.1,0,2,0,0,22.5,0,0,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,6,6,100,90,31,4,4,100,2,2,100,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Alex Scott,eng ENG,MF,Bournemouth,19,2003,11.3,1,15,3,20,1.33,0.27,0.07,0.33,22.8,2,0,0,0.7,0.7,0.05,0.3,0.3,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1,1.7,1.1,-0.7,22,22,15,2,50,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2
Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,3.9,0,15,5,33.3,3.82,1.27,0,0,15.6,0,0,0,2,2,0.13,-2,-2,188,213,88.3,2449,496,128,143,89.5,54,57,94.7,1,4,25,1,0.2,0.4,0.8,4,13,11,0,23,4,1,2,2,0,2,4,50,2,3,1,2,3,7,1,0
Tomáš Souček,cz CZE,MF,West Ham,28,1995,31.9,7,43,15,34.9,1.35,0.47,0.16,0.47,11,0,0,0,6.7,6.7,0.16,0.3,0.3,722,962,75.1,11368,3594,364,450,80.9,272,346,78.6,54,86,62.8,2,1.7,1.2,0.3,20,80,8,2,86,53,35,24,26,3,21,47,44.7,26,55,28,27,37,90,109,0
Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,29.6,1,14,6,42.9,0.47,0.2,0.07,0.17,21.5,0,0,0,0.6,0.6,0.05,0.4,0.4,790,995,79.4,12856,3441,382,439,87,333,394,84.5,50,89,56.2,0,0.2,0.5,-0.2,4,60,5,1,66,125,76,59,51,15,41,74,55.4,33,57,17,40,32,157,75,1
Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,23.4,3,60,15,25,2.57,0.64,0.05,0.2,24.3,7,0,0,3.7,3.7,0.06,-0.7,-0.7,1280,1550,82.6,20367,4929,694,777,89.3,441,507,87,98,169,58,2,5.8,5.1,-3.8,56,98,33,6,152,32,19,12,12,8,16,50,32,34,37,2,35,15,47,16,1
Sandro Tonali,it ITA,MF,Newcastle Utd,23,2000,4.9,1,3,2,66.7,0.62,0.41,0.33,0.5,15.8,0,0,0,0.7,0.7,0.22,0.3,0.3,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0
Boubacar Traoré,ml MLI,MF,Wolves,21,2001,9.1,0,11,1,9.1,1.21,0.11,0,0,27.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,383,455,84.2,5849,1360,207,234,88.5,138,158,87.3,23,34,67.6,0,0.4,0.3,-0.4,6,34,7,3,29,35,23,16,17,2,9,21,42.9,12,12,2,10,5,40,7,0
Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,3.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,155,183,84.7,2510,683,79,90,87.8,63,73,86.3,10,11,90.9,0,0.1,0.1,-0.1,3,11,5,0,17,14,10,4,8,2,4,10,40,6,6,2,4,1,15,5,0
James Ward-Prowse,eng ENG,MF,West Ham,28,1994,33.3,7,42,16,38.1,1.26,0.48,0.12,0.31,22.8,16,2,2,6,4.4,0.11,1,0.6,1386,1672,82.9,23288,7105,702,762,92.1,520,570,91.2,134,270,49.6,7,7.8,6.3,-0.8,64,137,23,8,144,45,29,14,23,8,18,44,40.9,26,31,9,22,38,83,49,0
Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,14.4,0,10,1,10,0.69,0.07,0,0,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,464,596,77.9,8091,2486,209,244,85.7,199,234,85,45,80,56.3,3,2.4,1.5,0.6,21,51,16,3,79,48,32,18,22,8,23,46,50,23,17,3,14,20,68,24,1
Joe White,eng ENG,MF,Newcastle Utd,20,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,11,12,91.7,172,48,7,8,87.5,3,3,100,1,1,100,0,0,0,0,0,2,0,0,3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,23,1999,4.7,1,7,3,42.9,1.5,0.64,0.14,0.33,10.9,0,0,0,0.8,0.8,0.12,0.2,0.2,136,164,82.9,2092,658,76,82,92.7,42,55,76.4,12,16,75,0,0.6,0.6,-0.6,7,16,3,1,17,13,7,7,6,0,4,11,36.4,7,7,0,7,1,14,1,0
Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,7.6,0,11,5,45.5,1.44,0.65,0,0,18.9,0,0,0,1,1,0.09,-1,-1,221,298,74.2,3416,801,117,140,83.6,80,102,78.4,12,28,42.9,0,0.1,0.6,-0.1,3,17,10,1,35,17,11,6,8,3,7,17,41.2,10,17,4,13,6,23,5,0
Ryan Yates,eng ENG,MF,Nott'ham Forest,25,1997,22.1,1,32,7,21.9,1.45,0.32,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6,659,829,79.5,10612,2717,315,375,84,280,326,85.9,37,67,55.2,1,0.8,0.6,0.2,7,59,10,0,73,66,40,39,21,6,20,36,55.6,16,42,15,27,21,87,44,1
Martin Ødegaard,no NOR,MF,Arsenal,24,1998,34.3,8,75,21,28,2.18,0.61,0.08,0.29,20.2,4,2,2,7.4,5.8,0.08,0.6,0.2,1692,2006,84.3,25780,7898,907,992,91.4,635,744,85.3,91,140,65,10,9.6,11.2,0.4,102,160,130,13,344,49,17,18,21,10,17,58,29.3,41,23,1,22,15,64,5,0
Valentín Barco,ar ARG,"DF,FW",Brighton,19,2004,3.4,0,4,2,50,1.17,0.59,0,0,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,179,233,76.8,2509,864,120,131,91.6,47,64,73.4,7,23,30.4,0,0.2,0.4,-0.2,4,10,3,0,14,11,5,4,5,2,6,8,75,2,3,0,3,4,15,3,1
Aaron Cresswell,eng ENG,"DF,FW",West Ham,33,1989,4.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,254,308,82.5,4176,1722,142,155,91.6,80,96,83.3,25,48,52.1,0,0.4,0.3,-0.4,5,15,4,0,26,3,2,1,1,1,2,3,66.7,1,5,3,2,3,6,7,0
Josh Dasilva,eng ENG,"DF,FW",Brentford,24,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0,0,0.2,0.2,-0.2,1,0,0,0,2,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0
Ben Johnson,eng ENG,"DF,FW",West Ham,23,2000,6,0,6,2,33.3,0.99,0.33,0,0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,246,334,73.7,3816,1465,141,156,90.4,88,121,72.7,14,33,42.4,0,0,0.1,0,0,18,1,0,22,11,7,7,3,1,9,14,64.3,5,2,1,1,5,16,14,0
