,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2,31,10,32.3,0.87,0.28,0.06,0.2,22.2,1,0,0,1.9,1.9,0.06,0.1,0.1,2287,2570,89,37884,10800,1115,1199,93,877,961,91.3,194,269,72.1,2,2.3,2.9,-0.3,25,229,36,3,242,78,45,31,38,9,38,85,44.7,47,61,13,48,48,126,54,0
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1,0,1,0,0,0.98,0,0,,11.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1,22,27,81.5,288,155,14,18,77.8,8,9,88.9,0,0,,0,0,0,0,0,3,0,0,4,5,4,2,3,0,1,1,100,0,0,0,0,2,7,1,0
Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,4,30,12,40,1.17,0.47,0.13,0.33,18.4,0,0,0,2.4,2.4,0.08,1.6,1.6,755,1005,75.1,12860,4122,341,413,82.6,321,388,82.7,65,136,47.8,0,1.9,2,-1.9,23,80,13,3,103,61,32,26,27,8,27,53,50.9,26,23,7,16,28,89,35,0
Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,0,19,5,26.3,1.07,0.28,0,0,21,0,0,0,2.9,2.9,0.16,-2.9,-2.9,574,795,72.2,11460,3742,247,294,84,201,260,77.3,115,203,56.7,1,3.2,3.4,-2.2,35,74,28,10,103,33,18,12,16,5,22,63,34.9,41,32,3,29,22,55,13,0
Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,1,20,7,35,2.12,0.74,0.05,0.14,23.2,0,0,0,0.9,0.9,0.05,0.1,0.1,538,599,89.8,8198,1811,289,305,94.8,204,219,93.2,31,44,70.5,1,0.6,0.5,0.4,11,53,10,1,58,11,9,3,6,2,1,10,10,9,4,0,4,6,17,4,0
Jorginho,it ITA,MF,Chelsea,29,1991,25.3,6,9,2,22.2,0.36,0.08,0,0,32.6,0,6,7,5.8,0.3,0.04,0.2,-0.3,1681,1887,89.1,26181,7227,862,928,92.9,669,730,91.6,91,140,65,2,2.7,1.9,-0.7,27,186,36,0,178,64,33,27,31,6,29,83,34.9,54,27,4,23,36,100,21,1
N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,19.6,0,0,0,1.5,1.5,0.09,0.5,0.5,1121,1308,85.7,16188,4538,630,695,90.6,397,450,88.2,43,61,70.5,4,2.1,2.4,1.9,24,105,29,0,159,59,31,20,27,12,25,40,62.5,15,37,2,35,31,90,8,0
Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,0,6,0,0,0.68,0,0,,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,374,442,84.6,6881,1938,159,176,90.3,166,187,88.8,43,59,72.9,0,0.3,0.3,-0.3,6,42,1,0,47,21,13,11,9,1,8,16,50,8,6,1,5,9,30,13,0
Naby Keïta,gn GUI,MF,Liverpool,26,1995,13,3,26,7,26.9,1.99,0.54,0.12,0.43,22.6,0,0,0,2.2,2.2,0.08,0.8,0.8,643,757,84.9,9141,2501,380,425,89.4,219,251,87.3,22,33,66.7,1,1.9,2.1,-0.9,15,56,21,0,75,46,23,17,19,10,26,42,61.9,16,33,2,31,14,60,8,0
Mateusz Klich,pl POL,MF,Leeds United,31,1990,23,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,800,1026,78,11259,3630,453,514,88.1,240,314,76.4,38,84,45.2,2,2.2,2,-0.2,31,72,23,3,105,47,25,18,23,6,25,66,37.9,41,22,4,18,11,58,20,0
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,0,7,0,0,0.32,0,0,,21.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,656,804,81.6,10088,2834,338,390,86.7,253,308,82.1,36,58,62.1,1,0.8,1,0.2,5,44,3,1,54,52,38,28,22,2,18,39,46.2,21,40,14,26,38,90,39,0
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,1.6,1.6,0.07,0.4,0.4,1061,1203,88.2,17022,4072,537,580,92.6,405,453,89.4,77,106,72.6,5,3.2,3,1.8,27,127,23,1,135,51,31,14,26,11,17,35,48.6,18,19,4,15,7,58,9,1
Alex Král,cz CZE,MF,West Ham,23,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,20.8,3,0,0,3.2,3.2,0.07,-2.2,-2.2,485,713,68,7757,2545,244,322,75.8,176,247,71.3,39,76,51.3,1,0.9,1.2,0.1,10,41,7,4,60,59,39,32,25,2,27,73,37,46,30,9,21,27,86,46,2
Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,0,19,4,21.1,1.1,0.23,0,0,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,836,962,86.9,11641,2793,502,552,90.9,265,288,92,28,53,52.8,1,0.9,1,0.1,8,58,17,1,76,34,17,14,14,6,12,41,29.3,29,16,6,10,16,50,13,1
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,1,33,9,27.3,1.31,0.36,0.03,0.11,24.5,0,0,0,1.6,1.6,0.05,-0.6,-0.6,807,1033,78.1,13876,4105,413,483,85.5,252,299,84.3,107,169,63.3,0,1.9,2.4,-1.9,25,81,26,9,114,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,1,15,2,13.3,0.92,0.12,0.07,0.5,26,1,0,0,0.7,0.7,0.05,0.3,0.3,481,604,79.6,8348,2303,229,271,84.5,177,200,88.5,52,89,58.4,1,0.8,0.8,0.2,7,44,4,0,43,54,34,18,31,5,24,65,36.9,41,18,6,12,9,63,18,0
Imran Louza,ma MAR,MF,Watford,22,1999,15.7,0,17,4,23.5,1.08,0.25,0,0,27.5,6,0,0,1.2,1.2,0.07,-1.2,-1.2,521,711,73.3,9666,3088,208,254,81.9,226,284,79.6,75,143,52.4,0,1.1,1.1,-1.1,15,63,8,1,67,41,21,18,20,3,16,38,42.1,22,28,6,22,42,83,20,1
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,2,23,8,34.8,0.76,0.27,0.09,0.25,25.3,8,0,0,2,2,0.09,0,0,1290,1550,83.2,21991,7065,567,644,88,559,629,88.9,121,210,57.6,3,2.5,2.2,0.5,37,107,19,2,105,59,39,30,24,5,21,72,29.2,51,30,7,23,34,93,28,1
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3,0,2,0,0,0.67,0,0,,30.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,106,138,76.8,1811,549,46,58,79.3,54,62,87.1,6,13,46.2,0,0.3,0.5,-0.3,3,16,4,1,15,8,4,5,3,0,2,4,50,2,2,0,2,4,12,4,0
Juan Mata,es ESP,MF,Manchester Utd,33,1988,2.6,0,5,1,20,1.91,0.38,0,0,16.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,187,217,86.2,2589,580,119,127,93.7,43,52,82.7,14,19,73.7,0,0.2,0.3,-0.2,2,16,6,2,16,6,4,2,3,1,3,5,60,2,1,0,1,1,7,1,0
Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,15.4,0,6,1,16.7,0.39,0.07,0,0,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,911,1053,86.5,15189,4882,447,493,90.7,344,384,89.6,88,110,80,4,2,1.4,2,13,97,7,2,98,31,18,19,11,1,15,31,48.4,16,21,6,15,31,62,21,3
James McArthur,sct SCO,MF,Crystal Palace,33,1987,16,0,9,3,33.3,0.56,0.19,0,0,20.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,773,940,82.2,13033,3152,357,397,89.9,330,366,90.2,61,114,53.5,3,1.4,1,1.6,16,64,19,4,84,33,23,13,19,1,16,44,36.4,28,23,9,14,30,63,27,0
John McGinn,sct SCO,MF,Aston Villa,26,1994,34.3,3,43,16,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,1.5,1.5,1023,1365,74.9,20891,8296,394,464,84.9,416,515,80.8,187,318,58.8,4,5.3,5.3,-1.3,51,163,48,12,196,106,64,35,55,16,54,104,51.9,50,53,6,47,35,141,34,0
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,28,0,1,1,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kenny McLean,sct SCO,MF,Norwich City,29,1992,30.1,1,33,6,18.2,1.1,0.2,0.03,0.17,20.4,0,0,0,1.8,1.8,0.05,-0.8,-0.8,786,1090,72.1,13086,4130,390,488,79.9,301,386,78,71,143,49.7,0,0.8,1,-0.8,10,73,21,0,99,42,22,18,20,4,17,59,28.8,42,29,7,22,34,76,54,0
Dwight McNeil,eng ENG,MF,Burnley,21,1999,34.5,0,52,15,28.8,1.51,0.43,0,0,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3,782,1154,67.8,14022,4010,377,434,86.9,265,358,74,112,245,45.7,1,4.6,5.3,-3.6,47,67,43,21,104,78,49,27,38,13,33,73,45.2,40,64,11,53,35,113,31,1
Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,26.5,1,27,7,25.9,1.02,0.26,0.04,0.14,20.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4,1060,1254,84.5,18096,5343,492,561,87.7,427,482,88.6,108,134,80.6,1,1.5,2,-0.5,23,113,9,2,125,65,33,32,24,9,30,61,49.2,31,45,10,35,31,96,60,1
Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,0,1,1,100,0.09,0.09,0,0,25.3,0,0,0,0,0,0.02,0,0,593,645,91.9,9282,1636,304,323,94.1,233,247,94.3,35,43,81.4,0,0,0.1,0,1,39,0,0,36,12,6,8,4,0,6,17,35.3,11,7,4,3,11,23,11,1
Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,0,8,0,0,0.93,0,0,,26.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3,400,493,81.1,7100,2097,182,202,90.1,157,185,84.9,46,79,58.2,0,0.7,1,-0.7,11,36,6,3,37,18,9,9,6,3,10,16,62.5,6,6,1,5,11,29,15,0
Jakub Moder,pl POL,MF,Brighton,22,1999,18.9,0,28,6,21.4,1.48,0.32,0,0,16.6,2,0,0,2.6,2.6,0.09,-2.6,-2.6,581,814,71.4,8501,2438,320,399,80.2,194,264,73.5,28,55,50.9,3,2.2,2.2,0.8,16,57,20,5,89,42,25,18,17,7,23,42,54.8,19,25,2,23,10,52,22,1
Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,30,35,85.7,527,116,15,16,93.8,9,9,100,5,7,71.4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,3,3,0,0
Mason Mount,eng ENG,MF,Chelsea,22,1999,26.3,11,75,27,36,2.86,1.03,0.13,0.37,17.9,6,1,1,8,7.2,0.1,3,2.8,998,1278,78.1,13767,4197,609,673,90.5,266,346,76.9,56,128,43.8,10,6.7,6.9,3.3,58,70,61,10,164,41,16,10,17,14,10,34,29.4,24,18,1,17,13,54,12,0
João Moutinho,pt POR,MF,Wolves,34,1986,33,2,20,7,35,0.61,0.21,0.1,0.29,24.3,4,0,0,1.3,1.3,0.06,0.7,0.7,1700,2039,83.4,31501,7578,700,779,89.9,734,825,89,221,331,66.8,1,2.7,2.3,-1.7,39,170,18,4,196,74,39,34,27,13,30,106,28.3,76,48,8,40,34,108,36,2
Enock Mwepu,zm ZAM,MF,Brighton,23,1998,11.1,2,19,8,42.1,1.72,0.72,0.11,0.25,20,0,0,0,2.1,2.1,0.11,-0.1,-0.1,289,393,73.5,3992,899,159,191,83.2,98,127,77.2,10,29,34.5,4,1.6,0.8,2.4,9,18,4,0,27,22,12,10,10,2,5,27,18.5,22,20,2,18,12,34,19,0
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,327,385,84.9,4835,1518,187,219,85.4,114,129,88.4,18,21,85.7,0,0,0.2,0,2,33,1,0,24,32,19,18,14,0,12,34,35.3,22,14,4,10,12,44,17,1
Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.4,0,0,0,0.4,0.4,0.05,0.6,0.6,230,267,86.1,3175,787,124,136,91.2,78,90,86.7,10,13,76.9,1,0.4,0.5,0.6,4,22,3,0,21,10,7,3,5,2,1,8,12.5,7,5,0,5,1,11,1,0
Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,4,42,16,38.1,1.42,0.54,0.1,0.25,27.4,4,0,0,1.1,1.1,0.03,2.9,2.9,1635,1992,82.1,34995,8702,487,553,88.1,827,937,88.3,299,416,71.9,2,3.1,2.7,-1.1,25,200,30,5,202,68,37,23,41,4,24,87,27.6,63,39,5,34,41,109,49,3
Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,1,0,0,,0,0,,,,0,1,2,1.6,0,,-0.6,0,262,301,87,4287,1128,127,137,92.7,109,119,91.6,21,32,65.6,0,0,0.1,0,1,21,0,0,14,8,2,7,1,0,5,11,45.5,6,4,1,3,4,12,2,1
Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,1,26,5,19.2,1.42,0.27,0.04,0.2,28.2,6,0,0,0.9,0.9,0.04,0.1,0.1,546,795,68.7,10908,3882,213,262,81.3,226,314,72,90,175,51.4,2,1.8,1.5,0.2,13,59,14,1,75,34,21,19,14,1,17,46,37,29,17,8,9,19,53,43,1
Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,3,27,8,29.6,0.8,0.24,0.11,0.38,14.1,0,0,0,3.8,3.8,0.14,-0.8,-0.8,1337,1685,79.3,21669,6947,667,789,84.5,543,651,83.4,87,145,60,4,3.3,2.9,0.7,29,149,24,3,169,109,60,42,58,9,52,101,51.5,49,48,9,39,64,173,58,1
Tyler Onyango,eng ENG,MF,Everton,18,2003,0.3,0,1,0,0,3.21,0,0,,12.1,0,0,0,0,0,0.05,0,0,1,2,50,17,5,0,1,0,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,0,16,5,31.3,1.38,0.43,0,0,18,0,0,0,0.8,0.8,0.05,-0.8,-0.8,259,332,78,4083,990,135,159,84.9,94,115,81.7,18,30,60,0,0.2,0.4,-0.2,4,23,7,1,35,25,17,13,9,3,8,27,29.6,19,16,2,14,14,39,13,0
Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,2,44,9,20.5,1.95,0.4,0.05,0.22,22.5,2,0,0,2.8,2.8,0.06,-0.8,-0.8,1032,1214,85,18440,5553,452,501,90.2,453,511,88.6,114,158,72.2,1,1,0.9,0,17,120,12,0,119,43,29,22,17,4,18,44,40.9,26,22,4,18,23,66,35,2
Sonny Perkins,eng ENG,MF,West Ham,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,0,15,3,20,0.85,0.17,0,0,24,1,0,0,0.7,0.7,0.04,-0.7,-0.7,786,971,80.9,15278,4563,284,320,88.8,396,440,90,98,170,57.6,1,0.7,0.6,0.3,9,79,12,2,93,54,25,24,25,5,24,57,42.1,33,37,9,28,24,78,18,0
Isaac Price,nir NIR,MF,Everton,17,2003,0.2,0,1,0,0,6.43,0,0,,8.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,1,2,50,16,0,0,0,,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,6,34,11,32.4,1.24,0.4,0.18,0.55,18.3,0,0,0,4,4,0.12,2,2,889,1045,85.1,13297,3505,484,548,88.3,323,359,90,48,64,75,1,1.9,2.3,-0.9,21,92,21,4,132,67,44,31,28,8,30,69,43.5,39,36,7,29,24,91,28,0
Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,1,26,8,30.8,0.74,0.23,0.04,0.13,22.8,1,0,0,1.1,1.1,0.04,-0.1,-0.1,1986,2197,90.4,35788,9260,848,903,93.9,887,938,94.6,203,258,78.7,4,1.7,1.5,2.3,24,256,26,4,256,80,42,45,32,3,38,71,53.5,33,45,21,24,63,143,52,1
Taylor Richards,eng ENG,MF,Brighton,20,2000,0.3,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.02,0,0,21,27,77.8,346,81,11,14,78.6,8,9,88.9,2,2,100,0,0,0,0,1,2,0,0,3,1,0,0,1,0,1,2,50,1,0,0,0,0,1,0,0
Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,47,56,83.9,795,204,27,31,87.1,16,16,100,4,7,57.1,0,0.1,0,-0.1,2,4,0,0,4,1,1,0,1,0,1,2,50,1,1,0,1,1,2,2,0
Rodri,es ESP,MF,Manchester City,25,1996,32,7,45,14,31.1,1.4,0.44,0.16,0.5,19.8,0,0,0,2.3,2.3,0.05,4.7,4.7,2640,2887,91.4,48233,11300,1107,1185,93.4,1207,1271,95,294,358,82.1,2,1.4,2.7,0.6,29,284,37,3,285,72,43,24,38,10,32,59,54.2,27,28,5,23,28,100,45,0
Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,2,24,4,16.7,0.75,0.12,0.08,0.5,22.4,0,0,0,1.4,1.4,0.06,0.6,0.6,1377,1691,81.4,23235,6190,676,787,85.9,535,614,87.1,133,198,67.2,2,2.9,2.5,-0.9,37,148,23,3,156,77,39,25,45,7,28,73,38.4,45,39,8,31,51,128,43,0
Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,0,12,2,16.7,1.4,0.23,0,0,21.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7,322,391,82.4,4884,1244,170,191,89,116,129,89.9,22,35,62.9,0,1.4,1.1,-1.4,9,24,5,1,35,9,4,5,3,1,4,15,26.7,11,11,1,10,9,18,7,0
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,0,20,8,40,1.59,0.63,0,0,26.8,0,0,0,0.6,0.6,0.03,-0.6,-0.6,727,824,88.2,12262,3171,331,367,90.2,324,352,92,54,78,69.2,0,1,1.1,-1,18,68,14,1,84,22,18,11,9,2,12,14,85.7,2,12,7,5,13,35,12,4
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4,0,1,0,0,0.25,0,0,,33.2,0,0,0,0,0,0.02,0,0,123,162,75.9,1851,506,72,78,92.3,40,53,75.5,6,15,40,0,0,0.1,0,1,18,1,1,21,12,8,7,2,3,3,7,42.9,4,13,0,13,10,22,2,1
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22,2,30,14,46.7,1.36,0.64,0.07,0.14,27.8,6,0,0,0.9,0.9,0.03,1.1,1.1,743,948,78.4,15780,5306,260,303,85.8,299,351,85.2,165,256,64.5,1,1,1.5,0,16,91,9,1,84,30,17,12,18,0,14,34,41.2,20,22,7,15,22,52,20,2
Shola Shoretire,eng ENG,MF,Manchester Utd,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,5,100,69,14,2,2,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,2,25,8,32,0.7,0.22,0.08,0.25,16.8,0,0,0,3.8,3.7,0.15,-1.8,-1.7,922,1188,77.6,14966,4705,469,570,82.3,321,398,80.7,89,131,67.9,1,3.1,2.3,-2.1,37,95,24,11,116,53,27,27,20,6,28,42,66.7,14,42,13,29,30,83,64,0
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15,0,4,1,25,0.27,0.07,0,0,24.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,763,851,89.7,11665,2984,383,408,93.9,302,323,93.5,36,59,61,0,0.7,1.1,-0.7,8,78,11,2,76,33,19,14,18,1,15,31,48.4,16,19,7,12,12,45,10,1
Tomáš Souček,cz CZE,MF,West Ham,26,1995,34,5,45,11,24.4,1.32,0.32,0.11,0.45,12.8,0,0,0,5.5,4.8,0.11,-0.5,0.2,1036,1361,76.1,17344,4438,510,638,79.9,403,495,81.4,91,134,67.9,1,2.2,1.8,-1.2,21,105,12,2,141,66,32,27,33,6,28,65,43.1,37,34,13,21,52,118,98,1
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,0,6,2,33.3,0.49,0.16,0,0,18.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,444,542,81.9,6701,1678,241,280,86.1,156,184,84.8,31,46,67.4,1,0.4,0.3,0.6,6,38,5,1,45,19,13,10,8,1,8,17,47.1,9,13,1,12,14,33,18,0
Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,0,1,0,0,0.73,0,0,,22.8,0,0,0,0,0,0.03,0,0,46,57,80.7,812,228,20,27,74.1,17,20,85,7,7,100,0,0,0.1,0,1,4,2,0,5,4,1,0,3,1,3,8,37.5,5,4,1,3,1,5,1,0
Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,6,57,15,26.3,1.95,0.51,0.07,0.27,25,0,2,2,4.4,2.8,0.05,1.6,1.2,1451,1785,81.3,23843,7353,720,808,89.1,574,672,85.4,119,209,56.9,4,4.2,3.8,-0.2,37,171,28,7,202,74,38,23,45,6,42,100,42,58,47,13,34,21,95,41,3
Cenk Tosun,tr TUR,MF,Everton,30,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,22,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,0,3,0,0,0.81,0,0,,18.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,85,122,69.7,1332,409,42,53,79.2,34,47,72.3,4,8,50,0,0.3,0.1,-0.3,4,13,2,0,16,3,2,1,1,1,1,5,20,4,2,0,2,2,5,4,0
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,10,51,20,39.2,1.43,0.56,0.12,0.3,27.9,23,4,4,5.4,2.2,0.04,4.6,3.8,1657,2137,77.5,27629,9209,813,880,92.4,635,760,83.6,156,390,40,5,6.5,6.3,-1.5,71,169,16,10,189,41,24,12,24,5,19,70,27.1,51,43,15,28,40,81,45,1
Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,0,14,1,7.1,0.55,0.04,0,0,21,0,0,0,0.6,0.6,0.04,-0.6,-0.6,871,1254,69.5,16111,5915,347,418,83,361,468,77.1,119,276,43.1,3,4.1,4.5,-1.1,33,118,32,5,130,21,12,8,12,1,10,31,32.3,21,21,9,12,30,51,16,1
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,2,35,11,31.4,1.55,0.49,0.06,0.18,17.2,0,0,0,3.2,3.2,0.09,-1.2,-1.2,450,565,79.6,6691,1794,253,299,84.6,150,177,84.7,28,40,70,0,1.2,0.6,-1.2,18,38,7,1,58,64,37,30,28,6,29,68,42.6,39,37,6,31,21,85,10,1
Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,0,3,1,33.3,0.3,0.1,0,0,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,585,683,85.7,9806,3088,248,272,91.2,258,286,90.2,50,80,62.5,1,1.5,1.9,-0.5,11,79,13,3,73,15,10,4,9,2,8,21,38.1,13,14,3,11,16,31,10,2
Nathan Young-Coombes,eng ENG,MF,Brentford,18,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sergi Canós,es ESP,"DF,FW",Brentford,24,1997,23.1,3,33,12,36.4,1.43,0.52,0.09,0.25,16.3,1,0,0,3,3,0.09,0,0,449,774,58,7092,2936,253,316,80.1,140,235,59.6,38,134,28.4,2,1.7,2.3,0.3,17,47,24,9,59,56,25,32,15,9,33,60,55,27,32,3,29,22,78,38,0
Chiquinho,pt POR,"DF,FW",Wolves,21,2000,2.3,0,5,2,40,2.16,0.87,0,0,9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,70,108,64.8,1130,423,45,57,78.9,17,27,63,7,16,43.8,3,0.7,0.6,2.3,5,4,4,4,7,9,6,4,5,0,4,5,80,1,5,0,5,2,11,1,0
Morgan Gibbs-White,eng ENG,"DF,FW",Wolves,21,2000,0.1,0,2,0,0,20,0,0,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,7,10,70,77,26,6,7,85.7,1,1,100,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Tariq Lamptey,gh GHA,"DF,FW",Brighton,20,2000,17.3,0,19,4,21.1,1.1,0.23,0,0,20,0,0,0,0.8,0.8,0.04,-0.8,-0.8,593,770,77,8281,1729,373,416,89.7,186,252,73.8,19,50,38,2,2.6,2.9,-0.6,21,26,24,15,36,36,25,14,17,5,15,25,60,10,13,3,10,21,57,23,0
Solly March,eng ENG,"DF,FW",Brighton,27,1994,19.4,0,20,10,50,1.03,0.52,0,0,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2,556,771,72.1,9536,2619,291,348,83.6,178,245,72.7,67,115,58.3,2,2.3,2.9,-0.3,35,30,33,8,69,30,17,11,9,10,7,22,31.8,15,22,3,19,17,47,25,0
Arthur Masuaku,cd COD,"DF,FW",West Ham,27,1993,7.2,1,4,1,25,0.55,0.14,0.25,1,26.5,0,0,0,0.1,0.1,0.01,0.9,0.9,289,382,75.7,4058,1291,171,189,90.5,87,121,71.9,15,40,37.5,1,0.8,0.8,0.2,2,30,6,2,33,31,23,19,11,1,14,23,60.9,9,9,1,8,9,40,17,0
Ashley Young,eng ENG,"DF,FW",Aston Villa,36,1985,13.9,0,10,3,30,0.72,0.22,0,0,21.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,492,645,76.3,7689,2712,282,314,89.8,155,204,76,38,78,48.7,2,1,0.4,1,13,48,10,3,45,18,6,9,6,3,11,16,68.8,5,10,4,6,13,31,25,1
Fernandinho,br BRA,"MF,DF",Manchester City,36,1985,10.7,2,18,3,16.7,1.68,0.28,0.11,0.67,16.7,0,0,0,1.6,1.6,0.09,0.4,0.4,746,842,88.6,12820,3829,344,368,93.5,326,360,90.6,56,79,70.9,1,1,1.1,0,10,74,17,1,81,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13,1
